Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade4,Superfamily,Clade5,Family,Subfamily,LowestClade,Genus,Species,Taxon,Institution,Number,Specimen,Cranial_Postcranial,SkeletalRegion,Cranial,Mandibular,Axial,Pectoral,Forelimb,Pelvic,Hindlimb,Accessory,Indet.,Element,Source,Journal,DOI
367,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOBS,574,UOBS 574,Postcranial,Forelimb,0,0,0,0,1,0,0,0,0,humerus,Teschner et al. (2018),Journal of Iberian Geology,https://doi.org/10.1007/s41513-017-0038-y
368,Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Temnospondyli,N/A,N/A,Temnospondyli indet.,UOBS,643,UOBS 643,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
369,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOBS,777,UOBS 777,Postcranial,Forelimb,0,0,0,0,1,0,0,0,0,humerus,Teschner et al. (2018),Journal of Iberian Geology,https://doi.org/10.1007/s41513-017-0038-y
370,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOBS,859,UOBS 859,Postcranial,Axial,0,0,1,0,0,0,0,0,0,intercentrum,Konietzko-Meier et al. (2013),Earth and Environmental Science Transactions of The Royal Society of Edinburgh,https://doi.org/10.1017/S1755691013000273
371,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOBS,912,UOBS 912,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konieztko-Meier & Sander (2013),Journal of Vertebrate Paleontology,https://doi.org/10.1080/02724634.2013.765886
372,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,00041a,UOPB 00041a,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,tibia,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
373,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,100,UOPB 100,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,tibia,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
374,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,1004,UOPB 1004,Postcranial,Axial,0,0,1,0,0,0,0,0,0,intercentrum,Konietzko-Meier et al. (2013),Earth and Environmental Science Transactions of The Royal Society of Edinburgh,https://doi.org/10.1017/S1755691013000273
375,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,1005,UOPB 1005,Postcranial,Axial,0,0,1,0,0,0,0,0,0,intercentrum,Konietzko-Meier et al. (2013),Earth and Environmental Science Transactions of The Royal Society of Edinburgh,https://doi.org/10.1017/S1755691013000273
376,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,1008,UOPB 1008,Postcranial,Axial,0,0,1,0,0,0,0,0,0,intercentrum,Konietzko-Meier et al. (2013),Earth and Environmental Science Transactions of The Royal Society of Edinburgh,https://doi.org/10.1017/S1755691013000273
377,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,101,UOPB 101,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
378,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,1010,UOPB 1010,Postcranial,Axial,0,0,1,0,0,0,0,0,0,intercentrum,Konietzko-Meier et al. (2013),Earth and Environmental Science Transactions of The Royal Society of Edinburgh,https://doi.org/10.1017/S1755691013000273
379,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,1014,UOPB 1014,Postcranial,Axial,0,0,1,0,0,0,0,0,0,intercentrum,Konietzko-Meier et al. (2013),Earth and Environmental Science Transactions of The Royal Society of Edinburgh,https://doi.org/10.1017/S1755691013000273
380,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,1017,UOPB 1017,Postcranial,Axial,0,0,1,0,0,0,0,0,0,intercentrum,Konietzko-Meier et al. (2013),Earth and Environmental Science Transactions of The Royal Society of Edinburgh,https://doi.org/10.1017/S1755691013000273
381,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,1018,UOPB 1018,Postcranial,Axial,0,0,1,0,0,0,0,0,0,intercentrum,Konietzko-Meier et al. (2013),Earth and Environmental Science Transactions of The Royal Society of Edinburgh,https://doi.org/10.1017/S1755691013000273
382,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,1019,UOPB 1019,Postcranial,Axial,0,0,1,0,0,0,0,0,0,intercentrum,Konietzko-Meier et al. (2013),Earth and Environmental Science Transactions of The Royal Society of Edinburgh,https://doi.org/10.1017/S1755691013000273
383,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,102,UOPB 102,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
384,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,1027,UOPB 1027,Cranial,Hemimandibular,0,1,0,0,0,0,0,0,0,hemimandible,Gruntmejer et al. (2021),PeerJ,https://doi.org/10.7717/peerj.12218
385,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,1027,UOPB 1027,Cranial,Hemimandibular,0,1,0,0,0,0,0,0,0,hemimandible,Gruntmejer et al. (2018),Journal of Iberian Geology,https://doi.org/10.1007/s41513-018-0072-4
386,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,1029,UOPB 1029,Cranial,Cranial,1,0,0,0,0,0,0,0,0,skull,Gruntmejer et al. (2016),PeerJ,https://doi.org/10.7717/peerj.2685
387,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,1029,UOPB 1029,Cranial,Cranial,1,0,0,0,0,0,0,0,0,skull,Konietzko-Meier et al. (2018),PeerJ,https://doi.org/10.7717/peerj.4426
388,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,103,UOPB 103,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
389,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,104,UOPB 104,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
390,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,106,UOPB 106,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
391,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Cyclotosaurinae,Cyclotosauridae,Cyclotosaurus,intermedius,Cyclotosaurus intermedius,UOPB,107,UOPB 107,Postcranial,Axial,0,0,1,0,0,0,0,0,0,intercentrum,Konietzko-Meier et al. (2014),Biological Journal of the Linnean Society,https://doi.org/10.1111/bij.12301
392,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,108,UOPB 108,Postcranial,Forelimb,0,0,0,0,1,0,0,0,0,humerus,Teschner et al. (2018),Journal of Iberian Geology,https://doi.org/10.1007/s41513-017-0038-y
393,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,109,UOPB 109,Postcranial,Forelimb,0,0,0,0,1,0,0,0,0,humerus,Teschner et al. (2018),Journal of Iberian Geology,https://doi.org/10.1007/s41513-017-0038-y
394,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,110,UOPB 110,Postcranial,Forelimb,0,0,0,0,1,0,0,0,0,humerus,Teschner et al. (2018),Journal of Iberian Geology,https://doi.org/10.1007/s41513-017-0038-y
395,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,111,UOPB 111,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
396,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,113,UOPB 113,Postcranial,Forelimb,0,0,0,0,1,0,0,0,0,humerus,Teschner et al. (2018),Journal of Iberian Geology,https://doi.org/10.1007/s41513-017-0038-y
397,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,114,UOPB 114,Postcranial,Axial,0,0,1,0,0,0,0,0,0,intercentrum,Konietzko-Meier et al. (2013),Earth and Environmental Science Transactions of The Royal Society of Edinburgh,https://doi.org/10.1017/S1755691013000273
398,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,114,UOPB 114,Postcranial,Pectoral,0,0,0,1,0,0,0,0,0,interclavicle,Kalita et al. (2022),Journal of Anatomy,https://doi.org/10.1111/joa.13755
399,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,1144,UOPB 1144,Cranial,Hemimandibular,0,1,0,0,0,0,0,0,0,hemimandible,Gruntmejer et al. (2018),Journal of Iberian Geology,https://doi.org/10.1007/s41513-018-0072-4
400,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,1145,UOPB 1145,Cranial,Hemimandibular,0,1,0,0,0,0,0,0,0,hemimandible,Gruntmejer et al. (2018),Journal of Iberian Geology,https://doi.org/10.1007/s41513-018-0072-4
401,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,1145,UOPB 1145,Cranial,Hemimandibular,0,1,0,0,0,0,0,0,0,hemimandible,Gruntmejer et al. (2021),PeerJ,https://doi.org/10.7717/peerj.12218
402,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,115,UOPB 115,Postcranial,Axial,0,0,1,0,0,0,0,0,0,intercentrum,Konietzko-Meier et al. (2013),Earth and Environmental Science Transactions of The Royal Society of Edinburgh,https://doi.org/10.1017/S1755691013000273
403,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,117,UOPB 117,Postcranial,Axial,0,0,1,0,0,0,0,0,0,intercentrum,Konietzko-Meier et al. (2013),Earth and Environmental Science Transactions of The Royal Society of Edinburgh,https://doi.org/10.1017/S1755691013000273
404,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,diagnosticus,Metoposaurus diagnosticus,UOPB,118,UOPB 118,Postcranial,Axial,0,0,1,0,0,0,0,0,0,intercentrum,Konietzko-Meier et al. (2014),Biological Journal of the Linnean Society,https://doi.org/10.1111/bij.12301
405,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,12,UOPB 12,Postcranial,Axial,0,0,1,0,0,0,0,0,0,intercentrum,Konietzko-Meier et al. (2013),Earth and Environmental Science Transactions of The Royal Society of Edinburgh,https://doi.org/10.1017/S1755691013000273
406,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,22,UOPB 22,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
407,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,22,UOPB 22,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konieztko-Meier & Sander (2013),Journal of Vertebrate Paleontology,https://doi.org/10.1080/02724634.2013.765886
408,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,244,UOPB 244,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konieztko-Meier & Sander (2013),Journal of Vertebrate Paleontology,https://doi.org/10.1080/02724634.2013.765886
409,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,27,UOPB 27,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
410,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,28,UOPB 28,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
411,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,28,UOPB 28,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konieztko-Meier & Sander (2013),Journal of Vertebrate Paleontology,https://doi.org/10.1080/02724634.2013.765886
412,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,30,UOPB 30,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
413,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,31,UOPB 31,Postcranial,Forelimb,0,0,0,0,1,0,0,0,0,humerus,Konieztko-Meier & Sander (2013),Journal of Vertebrate Paleontology,https://doi.org/10.1080/02724634.2013.765886
414,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,32,UOPB 32,Postcranial,Forelimb,0,0,0,0,1,0,0,0,0,humerus,Konieztko-Meier & Sander (2013),Journal of Vertebrate Paleontology,https://doi.org/10.1080/02724634.2013.765886
415,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,33,UOPB 33,Postcranial,Forelimb,0,0,0,0,1,0,0,0,0,humerus,Teschner et al. (2018),Journal of Iberian Geology,https://doi.org/10.1007/s41513-017-0038-y
416,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,34,UOPB 34,Postcranial,Forelimb,0,0,0,0,1,0,0,0,0,humerus,Teschner et al. (2018),Journal of Iberian Geology,https://doi.org/10.1007/s41513-017-0038-y
417,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,36,UOPB 36,Postcranial,Forelimb,0,0,0,0,1,0,0,0,0,humerus,Teschner et al. (2018),Journal of Iberian Geology,https://doi.org/10.1007/s41513-017-0038-y
418,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,37,UOPB 37,Postcranial,Forelimb,0,0,0,0,1,0,0,0,0,radius,Konieztko-Meier & Sander (2013),Journal of Vertebrate Paleontology,https://doi.org/10.1080/02724634.2013.765886
419,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,38,UOPB 38,Postcranial,Forelimb,0,0,0,0,1,0,0,0,0,ulna,Konieztko-Meier & Sander (2013),Journal of Vertebrate Paleontology,https://doi.org/10.1080/02724634.2013.765886
420,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,39,UOPB 39,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,tibia,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
421,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,44,UOPB 44,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,tibia,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
422,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,45,UOPB 45,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,tibia,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
423,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,49,UOPB 49,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,fibula,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
424,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,50,UOPB 50,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,fibula,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
425,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,51,UOPB 51,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,fibula,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
426,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,52,UOPB 52,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
427,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,52,UOPB 52,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konieztko-Meier & Sander (2013),Journal of Vertebrate Paleontology,https://doi.org/10.1080/02724634.2013.765886
428,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,912,UOPB 912,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,femur,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
429,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,98,UOPB 98,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,fibula,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
430,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,UOPB,99,UOPB 99,Postcranial,Hindlimb,0,0,0,0,0,0,1,0,0,tibia,Konietzko-Meier & Klein (2013),"Palaeogeography, Palaeoclimatology, Palaeoecology",https://doi.org/10.1016/j.palaeo.2012.12.003
