Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade 4,Superfamily,Clade 5,Family,Subfamily,Lowest clade,Genus,Species,Taxon,Author,Year,Authority,Type_repository,Type_number,Type_specimen,Type_type,Repository_country,Type_country,Status,Notes
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Latiscopidae,N/A,Latiscopidae,Rileymillerus,cosgriffi,Rileymillerus cosgriffi,"Bolt, Chatterjee",2000,"Bolt, Chatterjee (2000)",TMM,31025-182,TMM 31025-182,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Rotaryus,gothae,Rotaryus gothae,"Berman, Henrici, Martens, Sumida, Anderson",2011,"Berman, Henrici, Martens, Sumida, Anderson (2011)",MNG,10182,MNG 10182,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lapillopsidae,N/A,Lapillopsidae,Rotaurisaurus,contundo,Rotaurisaurus contundo,Yates,1999,Yates (1999),UTGD,87795,UTGD 87795,Holotype,Australia,Australia,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Rubeostratilia,texensis,Rubeostratilia texensis,"Bourget, Anderson",2011,"Bourget, Anderson (2011)",FMNH,PR 1460,FMNH 1308,Holotype,USA,USA,Valid,
Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Saharastega,moradiensis,Saharastega moradiensis,"Sidor, O'Keefe, Damiani, Steyer, Smith, Larsson, Sereno, Ide, Maga",2005,"Sidor, O'Keefe, Damiani, Steyer, Smith, Larsson, Sereno, Ide, Maga (2005)",MNN,MOR73,MNN MOR73,Holotype,Niger,Niger,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Salamandrella,petrolei,Salamandrella petrolei,Gaudry,1875,Gaudry (1875),unknown,unknown,unknown,Type (unspecified),unknown,France,Junior synonym,possibly in MNHN or may be lost; other information unknown from literature available to me
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Selenocarinae,Wetlugasauridae,Samarabatrachus,bjerringi,Samarabatrachus bjerringi,Novikov,2016,Novikov (2016),PIN,2426/16,PIN 2426/16,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Sangaia,lavinai,Sangaia lavinai,"Dias-da-Silva, Marsicano, Schultz",2006,"Dias-da-Silva, Marsicano, Schultz (2006)",UMVT,4032,UMVT 4032,Holotype,Brazil,Brazil,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sauropleura,latithorax,Sauropleura latithorax,Cope,1897,Cope (1897),USNM,4471,USNM 4471,Holotype,USA,USA,Junior synonym,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Cacopinae,Dissorophidae,Scapanops,neglectus,Scapanops neglectus,"Schoch, Sues",2013,"Schoch, Sues (2013)",MCZ,2369,MCZ 2369,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Schoenfelderpeton,prescheri,Schoenfelderpeton prescheri,Boy,1986,Boy (1986),MMG,"PZ-38, 38a","MMG PZ-38, 38a",Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus,bavaricus,Sclerocephalus bavaricus,Ammon,1889,Ammon (1889),MB,Am.442,MB.Am.442,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus,concordiae,Sclerocephalus concordiae,"Schoch, Sobral",2021,"Schoch, Sobral (2021)",GZG,V 7998,GZG 8672,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus,credneri,Sclerocephalus credneri,Frič,1901,Frič (1901),NMP,M632,NMP M632,Holotype,Czech Republic,Czech Republic,Uncertain,Schoch & Witzmann (2009) noted that it lacks apomorphies of Sclerocephalus and may be closer to eryopoids like Onchiodon
Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus,haeuseri,Sclerocephalus haeuseri,Goldfuß,1847,Goldfuß (1847),GPIM,N 1203,GPIM-SMO 1,Neotype,Germany,Germany,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sclerocephalus,häuseri,Sclerocephalus häuseri,Meyer,1858,Meyer (1858),n/a,n/a,n/a,n/a,n/a,n/a,Outdated spelling of species name,
Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus,jogischneideri,Sclerocephalus jogischneideri,Werneburg,1992,Werneburg (1992),FG,321/1/29,FG 600,Holotype,Germany,Germany,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sclerocephalus,latirostris,Sclerocephalus latirostris,Boy,1987,Boy (1987),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus,nobilis,Sclerocephalus nobilis,"Schoch, Witzmann",2009a,"Schoch, Witzmann (2009a)",NHMM,PW-2005/2,NHMM-PW-2005/2,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus,stambergi,Sclerocephalus stambergi,"Klembara, Steyer",2012,"Klembara, Steyer (2012)",MHK,"81460/1, 2","MHK 81460/1, 2",Holotype,Czech Republic,Czech Republic,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Sclerothoracidae,N/A,Sclerothoracidae,Sclerothorax,hypselonotus,Sclerothorax hypselonotus,von Huene,1932,von Huene (1932),HLD-V,607,HLD-V uncatalogued,Lectotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Selenocarinae,Wetlugasauridae,Selenocara,groenlandica,Selenocara groenlandica,Säve-Söderbergh,1935,Säve-Söderbergh (1935),MGUH,VP 3339,MGUH VP 3339,Holotype,Denmark,Greenland,Valid,"genus disputed, species valid (alternatively placed in Wetlugasuarus)"
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Selenocarinae,Wetlugasauridae,Selenocara,rossica,Selenocara rossica,Novikov,2016,Novikov (2016),PIN,5496/6,PIN 5496/6,Holotype,Russia,Russia,Valid,"genus disputed, species valid"
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Siderops,kehli,Siderops kehli,"Warren, Hutchinson",1983,"Warren, Hutchinson (1983)",QM,F7882,QM F7882,Holotype,Australia,Australia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Sinobrachyops,planticephalus,Sinobrachyops planticephalus,Dong,1985,Dong (1985),ZDM,1,ZDM 1,Holotype,China,China,Valid,
Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Tupilakosauridae,N/A,Tupilakosauridae,Slaugenhopia,texensis,Slaugenhopia texensis,Olson,1962,Olson (1962),FMNH,UR 702,FMNH UR 431,Holotype,USA,USA,Valid,
Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Sparagmites,lacertinus,Sparagmites lacertinus,Frič,1885a,Frič (1885a),NHMUK,R.1450,NHMUK R.1450,Holotype,UK,Czech Republic,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus,amenasensis,Stanocephalosaurus amenasensis,"Dahoumane, Nedjari, Aït-Ouali, Taquet, Vacant, Steyer",2016,"Dahoumane, Nedjari, Aït-Ouali, Taquet, Vacant, Steyer (2016)",ZAR,3,3,Holotype,Algeria,Algeria,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus,birdi,Stanocephalosaurus birdi,Brown,1933,Brown (1933),AMNH,FARB 3029,AMNH FARB 2933,Holotype,USA,USA,Valid,part/counterpart with UCMP 36058
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus,crookshanki,Stanocephalosaurus crookshanki,"Mukherjee, Sengupta",1998,"Mukherjee, Sengupta (1998)",ISI,A 55,ISI A 55,Holotype,India,India,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus,lapparenti,Stanocephalosaurus lapparenti,Lehman,1971,Lehman (1971),MNHN,"A, B","MNHN A, B",Syntypes,France,Algeria,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus,pronus,Stanocephalosaurus pronus,Howie,1970,Howie (1970),CAMZM,T.288,CAMZM T.267,Holotype,UK,Tanzania,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus,rajareddyi,Stanocephalosaurus rajareddyi,Roychowdhury,1970,Roychowdhury (1970),ISI,A 18,ISI A 18,Holotype,India,India,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Stegops,newberryi,Stegops newberryi,Cope,1875,Cope (1875),AMNH,"FARB 6914, 6956",AMNH FARB 6841,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Stenokranio,boldi,Stenokranio boldi,"Werneburg, Witzmann, Rinehart, Fischer, Voigt",2024,"Werneburg, Witzmann, Rinehart, Fischer, Voigt (2024)",NHMM,PW-2019/5025,NHMM PW-2019/5025,Holotype,Germany,Germany,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Stenotosaurus,gracilis,Stenotosaurus gracilis,Kamphausen,1983,Kamphausen (1983),Private collection,uncatalogued,Private collection uncatalogued,Holotype,Germany,Germany,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Stenotosaurinae,Cyclotosauridae,Stenotosaurus,semiclausus,Stenotosaurus semiclausus,Swinton,1927,Swinton (1927),NHMUK,"R.5276, R.5277","NHMUK R.5276, R.5277",Syntypes,UK,Germany,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Stoschiosaurus,nielseni,Stoschiosaurus nielseni,Säve-Söderbergh,1935,Säve-Söderbergh (1935),MGUH,At.6,MGUH At.6,Holotype,Denmark,Greenland,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Subcyclotosaurus,brookvalensis,Subcyclotosaurus brookvalensis,Watson,1958,Watson (1958),AM,F.47499,AM F.165,Holotype,Australia,Australia,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Superstogyrinus,ultimus,Superstogyrinus ultimus,Ishing,1987,Ishing (1987),IVPP,V8073 a-d,IVPP V8073 a-d,Holotype,China,China,Nomen dubium,
Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,Eryopidae,Eryopidae,Rhachitomi,Syndyodosuchus,tetricus,Syndyodosuchus tetricus,Konzhukova,1956,Konzhukova (1956),PIN,570/40,PIN 570/40,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Syphonodon,thecomastodon,Syphonodon thecomastodon,Seeley,1908,Seeley (1908),NHMUK,R.3609,NHMUK R.3609,Holotype,UK,South Africa,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,Syrtosuchinae,Benthosuchidae,Syrtosuchus,morkovini,Syrtosuchus morkovini,Novikov,2016,Novikov (2016),PIN,4513/36,PIN 4513/36,Holotype,Russia,Russia,Valid,originally Wetlugasaurus samarensis of Sennikov (1981)
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,Syrtosuchinae,Benthosuchidae,Syrtosuchus,samarensis,Syrtosuchus samarensis,Novikov,2016,Novikov (2016),PIN,4627/1,PIN 4627/1,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Tambachia,trogallas,Tambachia trogallas,"Sumida, Berman, Martens",1998,"Sumida, Berman, Martens (1998)",MNG,7722,MNG 7722,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Tatrasuchinae,Cyclotosauridae,Tatrasuchus,kulczyckii,Tatrasuchus kulczyckii,"Maryańska, Shishkin",1996,"Maryańska, Shishkin (1996)",MZ,VIII Va6,MZ VIII Va6,Holotype,Poland,Poland,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Tatrasuchinae,Cyclotosauridae,Tatrasuchus,wildi,Tatrasuchus wildi,Schoch,1997a,Schoch (1997a),SMNS,54670,SMNS 54670,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,dolesensis,Tersomius dolesensis,"Anderson, Bolt",2013,"Anderson, Bolt (2013)",OMNH,73509,OMNH 73509,Holotype,USA,USA,Valid,"number has been previously published for a trematopid (Maddin et al., 2010)"
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,mosesi,Tersomius mosesi,Olson,1970b,Olson (1970b),FMNH,UR 1214,FMNH UR 1004,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,texensis,Tersomius texensis,Case,1910,Case (1910),AMNH,FARB 4719,AMNH FARB 4594,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Lonchorhynchinae,Trematosauridae,Tertrema,acuta,Tertrema acuta,Wiman,1914b,Wiman (1914b),PIU,U17,PIU U17,Holotype,Sweden,Norway,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Tertremoides,ambilobensis,Tertremoides ambilobensis,Lehman,1979,Lehman (1979),MNHN,MAE3040a-c,MNHN MAE3040a-c,Holotype,France,Madagascar,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Tertremoides,madagascariensis,Tertremoides madagascariensis,Lehman,1966,Lehman (1966),MNHN,MAE 3039,MNHN MAE 3039,Holotype,France,Madagascar,Nomen dubium,
Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Tupilakosauridae,N/A,Tupilakosauridae,Thabanchuia,oomie,Thabanchuia oomie,Warren,1998,Warren (1998),UCMP,42780,UCMP 42780,Holotype,USA,South Africa,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Thoosuchus,abbasovi,Thoosuchus abbasovi,Novikov,2021,Novikov (2021),PIN,4362/24,PIN 4362/24,Holotype,Russia,Russia,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Thoosuchus,acutirostris,Thoosuchus acutirostris,"Hartmann-Weinberg, Kuz'min",1936,"Hartmann-Weinberg, Kuz'min (1936)",CNIGR,2169/1,CNIGR 2169/1,Holotype,Russia,Russia,Junior synonym,private collection
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Thoosuchus,tardus,Thoosuchus tardus,Getmanov,1989,Getmanov (1989),PIN,4000/1,PIN 4000/1,Holotype,Russia,Russia,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Thoosuchus,tuberculatus,Thoosuchus tuberculatus,Getmanov,1989,Getmanov (1989),PIN,4197/1,PIN 4197/1,Holotype,Russia,Russia,Disputed (species),
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Thoosuchus,yakovlevi,Thoosuchus yakovlevi,Riabinin,1927,Riabinin (1927),CNIGR,2169/1,CNIGR 10969,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,N/A,N/A,Dvinosauroidea,Timonya,anneae,Timonya anneae,"Cisneros, Marsicano, Angielczyk, Smith, Richter, Fröbisch, Kammerer, Sadleir",2015,"Cisneros, Marsicano, Angielczyk, Smith, Richter, Fröbisch, Kammerer, Sadleir (2015)",MAP,PV001,MAP PV001,Holotype,Brazil,Brazil,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Tirraturhinus,smisseni,Tirraturhinus smisseni,"Nield, Damiani, Warren",2006,"Nield, Damiani, Warren (2006)",QM,F44093,QM F44093,Holotype,Australia,Australia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Tomeia,witecki,Tomeia witecki,"Eltink, Stock Da-Rosa, Dias-da-Silva",2016,"Eltink, Stock Da-Rosa, Dias-da-Silva (2016)",UFSM,11408,UFSM 11408,Holotype,Brazil,Brazil,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Trematolestes,hagdorni,Trematolestes hagdorni,Schoch,2006,Schoch (2006),SMNS,81790,SMNS 81790,Holotype,Germany,Germany,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Trematops,milleri,Trematops milleri,Williston,1909,Williston (1909),FMNH,UC 640,FMNH UC 448,Holotype,USA,USA,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Trematops,stonei,Trematops stonei,Olson,1970a,Olson (1970a),CMNH,10969,CMNH 8542,Holotype,USA,USA,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Trematops,thomasi,Trematops thomasi,Mehl,1926,Mehl (1926),OUSM,2-1-S37,OUSM 2-1-S37,Holotype,USA,USA,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Trematops,willistoni,Trematops willistoni,Olson,1941,Olson (1941),FMNH,UC 1484,FMNH UC 1205,Holotype,USA,USA,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Trematopsis,seltini,Trematopsis seltini,Olson,1956b,Olson (1956b),FMNH,UR 279,FMNH UR 267,Holotype,USA,USA,Junior synonym,"Milner (1985) appended a 'cf.' designation to the synonymy with C. aspidephorus, which was the only species of Cacops at the time; there are no actual diagnostic features of this particular species"
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Trematosaurinae,Trematosauridae,Trematosaurus,brauni,Trematosaurus brauni,Burmeister,1849,Burmeister (1849),Braun collection,?,Braun collection 1/5790,Syntypes,unknown,Germany,Valid,"syntypes missing, originally in German private collection"
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Trematosaurus,fuchsi,Trematosaurus fuchsi,Seidlitz,1917,Seidlitz (1917),UJ,?,UJ ?,Holotype,Germany,Germany,Junior synonym,current location unknown
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Trematosaurinae,Trematosauroidea,Trematosaurus,galae,Trematosaurus galae,Novikov,2010,Novikov (2010),PIN,1043/774,PIN 1043/774,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Trematosaurinae,Trematosauridae,Trematosaurus,thuringiensis,Trematosaurus thuringiensis,Werneburg,1993b,Werneburg (1993b),MB,Am.943/1,MB.Am.943/1,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Trematosuchoides,africanus,Trematosuchoides africanus,Novikov,2012a,Novikov (2012a),NMQR,3263A,NMQR 3263A,Holotype,South Africa,South Africa,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Trematosaurinae,Trematosauridae,Trematosuchus,sobeyi,Trematosuchus sobeyi,Haughton,1915,Haughton (1915),SAM-PK,2779,SAM-PK-2779,Holotype,South Africa,South Africa,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Trematotegmen,otschevi,Trematotegmen otschevi,Getmanov,1982,Getmanov (1982),PIN,1599/2,PIN 1599/2,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Trigonosternum,latum,Trigonosternum latum,Schmidt,1931,Schmidt (1931),UJ,?,UJ ?,Holotype,Germany,Germany,Nomen dubium,formerly at UJ (destroyed)
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Trimerorhachis,alleni,Trimerorhachis alleni,Case,1910,Case (1910),AMNH,FARB 4577,AMNH FARB 4569,Holotype,USA,USA,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Trimerorhachis,bilobatis,Trimerorhachis bilobatis,Cope,1883,Cope (1883),AMNH,FARB 4562,AMNH FARB 4556,Holotype,USA,USA,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Trimerorhachis,conangulus,Trimerorhachis conangulus,Cope,1896d,Cope (1896d),AMNH,FARB 4569,AMNH FARB 4568,Holotype,USA,USA,Junior synonym,
Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,greggi,Trimerorhachis greggi,"Milner, Schoch",2013,"Milner, Schoch (2013)",USNM,409692,USNM 409692,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,insignis,Trimerorhachis insignis,Cope,1878,Cope (1878),AMNH,FARB 4565,AMNH FARB 4562,Holotype,USA,USA,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Trimerorhachis,medius,Trimerorhachis medius,Broom,1913,Broom (1913),AMNH,FARB 4895,AMNH FARB 4864,Holotype,USA,USA,Junior synonym,
Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,mesops,Trimerorhachis mesops,Cope,1896c,Cope (1896c),AMNH,FARB 4568,AMNH FARB 4565,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,rogersi,Trimerorhachis rogersi,Olson,1955,Olson (1955),FMNH,UR 138,FMNH UR 1214,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,sandovalensis,Trimerorhachis sandovalensis,"Berman, Reisz",1980,"Berman, Reisz (1980)",CM,38025,CM 34608,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Trucheosaurus,major,Trucheosaurus major,Woodward,1909,Woodward (1909),MMF,12697a,MMF 12697a,Holotype,Australia,Australia,Valid,split holotype
Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trypanognathus,remigiusbergensis,Trypanognathus remigiusbergensis,"Schoch, Voigt",2019,"Schoch, Voigt (2019)",UGKU,2394,UGKU 2394,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Tryphosuchus,kinelensis,Tryphosuchus kinelensis,Vjushkov,1955,Vjushkov (1955),PIN,272/52,PIN 272/52,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Tryphosuchus,paucidens,Tryphosuchus paucidens,Konzhukova,1955,Konzhukova (1955),PIN,157/107,PIN 157/107,Lectotype,Russia,Russia,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tuditanus,minimus,Tuditanus minimus,Moodie,1909a,Moodie (1909a),USNM,4555,USNM 4555,Holotype,USA,USA,Junior synonym,
