Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade 4,Superfamily,Clade 5,Family,Subfamily,Lowest clade,Genus,Species,Taxon,Author,Year,Authority,Type_repository,Type_number,Type_specimen,Type_type,Repository_country,Type_country,Status,Notes
437,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Stoschiosaurus,nielseni,Stoschiosaurus nielseni,Säve-Söderbergh,1935,Säve-Söderbergh (1935),MGUH,At.6,MGUH At.6,Holotype,Denmark,Greenland,Valid,
438,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Subcyclotosaurus,brookvalensis,Subcyclotosaurus brookvalensis,Watson,1958,Watson (1958),AM,F.47499,AM F.165,Holotype,Australia,Australia,Nomen dubium,
439,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Superstogyrinus,ultimus,Superstogyrinus ultimus,Ishing,1987,Ishing (1987),IVPP,V8073 a-d,IVPP V8073 a-d,Holotype,China,China,Nomen dubium,
440,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,N/A,N/A,Rhachitomi,Syndyodosuchus,tetricus,Syndyodosuchus tetricus,Konzhukova,1956,Konzhukova (1956),PIN,570/40,PIN 570/40,Holotype,Russia,Russia,Valid,
441,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Syphonodon,thecomastodon,Syphonodon thecomastodon,Seeley,1908,Seeley (1908),NHMUK,R.3609,NHMUK R.3609,Holotype,UK,South Africa,Nomen dubium,
442,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,Syrtosuchinae,Benthosuchidae,Syrtosuchus,morkovini,Syrtosuchus morkovini,Novikov,2016,Novikov (2016),PIN,4513/36,PIN 4513/36,Holotype,Russia,Russia,Valid,originally Wetlugasaurus samarensis of Sennikov (1981)
443,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,Syrtosuchinae,Benthosuchidae,Syrtosuchus,samarensis,Syrtosuchus samarensis,Novikov,2016,Novikov (2016),PIN,4627/1,PIN 4627/1,Holotype,Russia,Russia,Valid,
444,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Tambachia,trogallas,Tambachia trogallas,"Sumida, Berman, Martens",1998,"Sumida, Berman, Martens (1998)",MNG,7722,MNG 7722,Holotype,Germany,Germany,Valid,
445,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Tatrasuchinae,Cyclotosauridae,Tatrasuchus,kulczyckii,Tatrasuchus kulczyckii,"Maryańska, Shishkin",1996,"Maryańska, Shishkin (1996)",MZ,VIII Va6,MZ VIII Va6,Holotype,Poland,Poland,Valid,
446,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Tatrasuchinae,Cyclotosauridae,Tatrasuchus,wildi,Tatrasuchus wildi,Schoch,1997a,Schoch (1997a),SMNS,54670,SMNS 54670,Holotype,Germany,Germany,Valid,
447,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,dolesensis,Tersomius dolesensis,"Anderson, Bolt",2013,"Anderson, Bolt (2013)",OMNH,73509,OMNH 73509,Holotype,USA,USA,Valid,"number has been previously published for a trematopid (Maddin et al., 2010)"
448,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,mosesi,Tersomius mosesi,Olson,1970b,Olson (1970b),FMNH,UR 1214,FMNH UR 1004,Holotype,USA,USA,Valid,
449,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,texensis,Tersomius texensis,Case,1910,Case (1910),AMNH,FARB 4719,AMNH FARB 4594,Holotype,USA,USA,Valid,
450,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Lonchorhynchinae,Trematosauridae,Tertrema,acuta,Tertrema acuta,Wiman,1914b,Wiman (1914b),PIU,U17,PIU U17,Holotype,Sweden,Norway,Valid,
451,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Tertremoides,ambilobensis,Tertremoides ambilobensis,Lehman,1979,Lehman (1979),MNHN,MAE3040a-c,MNHN MAE3040a-c,Holotype,France,Madagascar,Nomen dubium,
452,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Tertremoides,madagascariensis,Tertremoides madagascariensis,Lehman,1966,Lehman (1966),MNHN,MAE 3039,MNHN MAE 3039,Holotype,France,Madagascar,Nomen dubium,
453,Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Tupilakosauridae,N/A,Tupilakosauridae,Thabanchuia,oomie,Thabanchuia oomie,Warren,1998,Warren (1998),UCMP,42780,UCMP 42780,Holotype,USA,South Africa,Valid,
454,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Thoosuchus,abbasovi,Thoosuchus abbasovi,Novikov,2021,Novikov (2021),PIN,4362/24,PIN 4362/24,Holotype,Russia,Russia,Valid,
455,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Thoosuchus,tuberculatus,Thoosuchus tuberculatus,Getmanov,1989,Getmanov (1989),PIN,4197/1,PIN 4197/1,Holotype,Russia,Russia,Disputed (species),
456,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Thoosuchus,yakovlevi,Thoosuchus yakovlevi,Riabinin,1927,Riabinin (1927),CNIGR,2169/1,CNIGR 10969,Holotype,Russia,Russia,Valid,
457,Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,N/A,N/A,Dvinosauroidea,Timonya,anneae,Timonya anneae,"Cisneros, Marsicano, Angielczyk, Smith, Richter, Fröbisch, Kammerer, Sadleir",2015,"Cisneros, Marsicano, Angielczyk, Smith, Richter, Fröbisch, Kammerer, Sadleir (2015)",MAP,PV001,MAP PV001,Holotype,Brazil,Brazil,Valid,
458,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Tirraturhinus,smisseni,Tirraturhinus smisseni,"Nield, Damiani, Warren",2006,"Nield, Damiani, Warren (2006)",QM,F44093,QM F44093,Holotype,Australia,Australia,Valid,
459,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Tomeia,witecki,Tomeia witecki,"Eltink, Stock Da-Rosa, Dias-da-Silva",2016,"Eltink, Stock Da-Rosa, Dias-da-Silva (2016)",UFSM,11408,UFSM 11408,Holotype,Brazil,Brazil,Valid,
460,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Trematolestes,hagdorni,Trematolestes hagdorni,Schoch,2006,Schoch (2006),SMNS,81790,SMNS 81790,Holotype,Germany,Germany,Valid,
461,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Trematosaurinae,Trematosauridae,Trematosaurus,brauni,Trematosaurus brauni,Burmeister,1849,Burmeister (1849),Braun collection,?,Braun collection 1/5790,Syntypes,unknown,Germany,Valid,"syntypes missing, originally in German private collection"
462,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Trematosaurinae,Trematosauroidea,Trematosaurus,galae,Trematosaurus galae,Novikov,2010,Novikov (2010),PIN,1043/774,PIN 1043/774,Holotype,Russia,Russia,Valid,
463,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Trematosaurinae,Trematosauridae,Trematosaurus,thuringiensis,Trematosaurus thuringiensis,Werneburg,1993b,Werneburg (1993b),MB,Am.943/1,MB.Am.943/1,Holotype,Germany,Germany,Valid,
464,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Trematosuchoides,africanus,Trematosuchoides africanus,Novikov,2012a,Novikov (2012a),NMQR,3263A,NMQR 3263A,Holotype,South Africa,South Africa,Valid,
465,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Trematosaurinae,Trematosauridae,Trematosuchus,sobeyi,Trematosuchus sobeyi,Haughton,1915,Haughton (1915),SAM-PK,2779,SAM-PK-2779,Holotype,South Africa,South Africa,Valid,
466,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Trematotegmen,otschevi,Trematotegmen otschevi,Getmanov,1982,Getmanov (1982),PIN,1599/2,PIN 1599/2,Holotype,Russia,Russia,Valid,
467,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Trigonosternum,latum,Trigonosternum latum,Schmidt,1931,Schmidt (1931),UJ,?,UJ ?,Holotype,Germany,Germany,Nomen dubium,formerly at UJ (destroyed)
468,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,greggi,Trimerorhachis greggi,"Milner, Schoch",2013,"Milner, Schoch (2013)",USNM,409692,USNM 409692,Holotype,USA,USA,Valid,
469,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,insignis,Trimerorhachis insignis,Cope,1878,Cope (1878),AMNH,FARB 4565,AMNH FARB 4562,Holotype,USA,USA,Valid,
470,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,mesops,Trimerorhachis mesops,Cope,1896c,Cope (1896c),AMNH,FARB 4568,AMNH FARB 4565,Holotype,USA,USA,Valid,
471,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,rogersi,Trimerorhachis rogersi,Olson,1955,Olson (1955),FMNH,UR 138,FMNH UR 1214,Holotype,USA,USA,Valid,
472,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,sandovalensis,Trimerorhachis sandovalensis,"Berman, Reisz",1980,"Berman, Reisz (1980)",CM,38025,CM 34608,Holotype,USA,USA,Valid,
473,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Trucheosaurus,major,Trucheosaurus major,Woodward,1909,Woodward (1909),MMF,12697a,MMF 12697a,Holotype,Australia,Australia,Valid,split holotype
474,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trypanognathus,remigiusbergensis,Trypanognathus remigiusbergensis,"Schoch, Voigt",2019,"Schoch, Voigt (2019)",UGKU,2394,UGKU 2394,Holotype,Germany,Germany,Valid,
475,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Tryphosuchus,kinelensis,Tryphosuchus kinelensis,Vjushkov,1955,Vjushkov (1955),PIN,272/52,PIN 272/52,Holotype,Russia,Russia,Valid,
476,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Tryphosuchus,paucidens,Tryphosuchus paucidens,Konzhukova,1955,Konzhukova (1955),PIN,157/107,PIN 157/107,Lectotype,Russia,Russia,Valid,
477,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Tungussogyrinus,bergi,Tungussogyrinus bergi,Efremov,1939,Efremov (1939),PIN,"206/1a, b","PIN 206/1a, b",Holotype,Russia,Russia,Valid,part/counterpart with 1a being lost
478,Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Tupilakosauridae,N/A,Tupilakosauridae,Tupilakosaurus,heilmani,Tupilakosaurus heilmani,Nielsen,1954,Nielsen (1954),MGUH,VP3328,MGUH VP3328,Holotype,Denmark,Greenland,Valid,
479,Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Tupilakosauridae,N/A,Tupilakosauridae,Tupilakosaurus,wetlugensis,Tupilakosaurus wetlugensis,Shishkin,1961,Shishkin (1961),PIN,1025/1,PIN 1025/1,Holotype,Russia,Russia,Valid,
480,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Uralosuchus,tverdochlebovae,Uralosuchus tverdochlebovae,Gubin,1993,Gubin (1993),PIN,4405/1,PIN 4405/1,Holotype,Russia,Russia,Uncertain,"It was not diagnosed by Schoch & Milner (2000) and has scarcely been mentioned in the literature since (e.g., Pacheco et al., 2017)"
481,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,N/A,Rhinesuchidae,Uranocentrodon,madagascarensis,Uranocentrodon madagascarensis,Ochev,1966,Ochev (1966),MNHN,1909.3,MNHN 1909.3,Holotype,France,Madagascar,Nomen dubium,
482,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Rhinesuchinae,Rhinesuchidae,Uranocentrodon,senekalensis,Uranocentrodon senekalensis,van Hoepen,1917,van Hoepen (1917),TM,"75, 75d, 75h","TM 75, 75d, 75h",Holotype,South Africa,South Africa,Valid,
483,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Uruyiella,liminea,Uruyiella liminea,"Piñeiro, Marsicano, Lorenz",2007c,"Piñeiro, Marsicano, Lorenz (2007c)",FC-DPV,1598,FC-DPV 1369,Holotype,Uruguay,Uruguay,Valid,
484,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Vanastega,plurimidens,Vanastega plurimidens,"Damiani, Kitching",2003,"Damiani, Kitching (2003)",BP,1/4004,BP/1/214,Holotype,South Africa,South Africa,Valid,
485,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Vigilius,wellesi,Vigilius wellesi,"Warren, Marsicano",2000,"Warren, Marsicano (2000)",UCMP,36199,UCMP 36199,Holotype,USA,USA,Valid,
486,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Vladlenosaurus,alexeyevi,Vladlenosaurus alexeyevi,"Morkovin, Novikov",2000,"Morkovin, Novikov (2000)",PIN,4831/10,PIN 4831/10,Holotype,Russia,Russia,Valid,
487,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,N/A,Benthosuchidae,Vyborosaurus,mirus,Vyborosaurus mirus,Novikov,1990,Novikov (1990),PIN,3360/9,PIN 3360/9,Holotype,Russia,Russia,Valid,
488,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Lonchorhynchinae,Trematosauridae,Wantzosaurus,elongatus,Wantzosaurus elongatus,Lehman,1961,Lehman (1961),MNHN,MAE3030,MNHN MAE3030,Holotype,France,Madagascar,Valid,holotype figured without number
489,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,,,Capitosauroidea,Warrenisuchus,aliciae,Warrenisuchus aliciae,"Warren, Hutchinson",1988a,"Warren, Hutchinson (1988a)",QM,F12282,QM F12282,Holotype,Australia,Australia,Disputed (genus),
490,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Watsonisuchus,gunganj,Watsonisuchus gunganj,Warren,1980,Warren (1980),QM,F.60227,QM F.60227,Holotype,Australia,Australia,Valid,
491,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Watsonisuchus,magnus,Watsonisuchus magnus,Ochev,1966,Ochev (1966),CAMZM,T.173,CAMZM T.16,Holotype,UK,South Africa,Valid,previously DMSW B.122
492,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Watsonisuchus,rewanensis,Watsonisuchus rewanensis,Warren,1980,Warren (1980),QM,F.6571,QM F.6571,Holotype,Australia,Australia,Valid,
493,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Wellesaurus,bussoni,Wellesaurus bussoni,Lehman,1971,Lehman (1971),MNHN,30,MNHN ZAR 30,Holotype,France,Algeria,Nomen dubium,
494,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,,,Capitosauroidea,Wellesaurus,peabodyi,Wellesaurus peabodyi,"Welles, Cosgriff",1965,"Welles, Cosgriff (1965)",UCMP,36058,UCMP 36058,Holotype,USA,USA,"Disputed (genus, species)",sometimes considered synonymous with Stanocephalosaurus birdi 
495,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Wetlugasaurinae,Wetlugasauridae,Wetlugasaurus,angustifrons,Wetlugasaurus angustifrons,Riabinin,1930,Riabinin (1930),CNIGR,3417,CNIGR 332/1,Holotype,Russia,Russia,Valid,
496,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Wetlugasaurinae,Wetlugasauridae,Wetlugasaurus,malachovi,Wetlugasaurus malachovi,Novikov,1990,Novikov (1990),PIN,4333/1,PIN 4333/1,Holotype,Russia,Russia,Valid,
497,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Wetlugasaurinae,Wetlugasauridae,Wetlugasaurus,vjatkensis,Wetlugasaurus vjatkensis,Gubin,1987,Gubin (1987),CNIGR,332/1,CNIGR 2169/1,Holotype,Russia,Russia,Valid,
498,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Xenobrachyops,allos,Xenobrachyops allos,Howie,1972,Howie (1972),QM,F.6572,QM F.6572,Holotype,Australia,Australia,Valid,
499,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Capitosauridae,N/A,Capitosauridae,Xenotosuchus,africanus,Xenotosuchus africanus,"Morales, Shishkin",2002,"Morales, Shishkin (2002)",SAM-PK,2360,SAM-PK-2360,Holotype,South Africa,South Africa,Valid,
500,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Xerodromeus,gracilis,Xerodromeus gracilis,Credner,1881,Credner (1881),LFUG-SS,13612 + 13613,LFUG-SS 13612 + 13613,Lectotype,Germany,Germany,Valid,"formerly SCD-S 756, 769"
501,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,N/A,Benthosuchidae,Yarengia,perplexa,Yarengia perplexa,Shishkin,1960b,Shishkin (1960b),PIN,1584/5,PIN 1584/5,Holotype,Russia,Russia,Valid,
502,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Yuanansuchus,laticeps,Yuanansuchus laticeps,"Liu, Wang",2005,"Liu, Wang (2005)",IVPP,V 13463,IVPP V 13463,Holotype,China,China,Valid,
503,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Yuanansuchus,maopingchangensis,Yuanansuchus maopingchangensis,Liu,2016,Liu (2016),IVPP,V 22628,IVPP V 22628,Holotype,China,China,Valid,
504,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Zatrachys,conchigerus,Zatrachys conchigerus,Cope,1896c,Cope (1896c),AMNH,FARB 4590,AMNH FARB 4589,Holotype,USA,USA,Nomen dubium,
505,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,Zatracheidae,N/A,Zatracheidae,Zatrachys,serratus,Zatrachys serratus,Cope,1878,Cope (1878),AMNH,FARB 4589,AMNH FARB 4586,Neotype,USA,USA,Valid,
506,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Cacopinae,Dissorophidae,Zygosaurus,lucius,Zygosaurus lucius,Eichwald,1848,Eichwald (1848),unknown,unknown,unknown,Holotype,unknown,Russia,Valid,"holotype lost, no specimen number given by Eichwald (1848); cast at MB (Germany)"
