Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade4,Superfamily,Clade5,Family,Subfamily,LowestClade,Taxon,Genus,Species,Institution,Number,Specimen,Length_mm,Epoch_lower,Epoch_upper,Reference,Geography,Notes
1560,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus haeuseri,Sclerocephalus,haeuseri,unspecified,unspecified,unspecified,220,Cisuralian,Cisuralian,Schoch & Witzmann (2009a:table 1),N/A,
1561,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus jogischneideri,Sclerocephalus,jogischneideri,FG,299/2/42,FG 299/2/42,27,Cisuralian,Cisuralian,Werneburg (1992:table 1),Germany,
1562,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus jogischneideri,Sclerocephalus,jogischneideri,FG,321/1/11,FG 321/1/11,18.3,Cisuralian,Cisuralian,Werneburg (1992:table 1),Germany,
1563,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus jogischneideri,Sclerocephalus,jogischneideri,FG,321/1/29,FG 321/1/29,120.2,Cisuralian,Cisuralian,Werneburg (1992:table 1),Germany,
1564,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus jogischneideri,Sclerocephalus,jogischneideri,FG,321/1/7,FG 321/1/7,38,Cisuralian,Cisuralian,Werneburg (1992:table 1),Germany,
1565,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus jogischneideri,Sclerocephalus,jogischneideri,FG,321/2/1,FG 321/2/1,34.7,Cisuralian,Cisuralian,Werneburg (1992:table 1),Germany,
1566,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus nobilis,Sclerocephalus,nobilis,NHMM,PW 2005/2,NHMM-PW 2005/2,210,Cisuralian,Cisuralian,Schoch & Witzmann (2009a:144),Germany,
1567,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus nobilis,Sclerocephalus,nobilis,NHMM,PW 2005/4,NHMM-PW 2005/4,104,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1568,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus nobilis,Sclerocephalus,nobilis,SKO,223,SKO 223,42,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1569,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus nobilis,Sclerocephalus,nobilis,SKO,228,SKO 228,61,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1570,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus nobilis,Sclerocephalus,nobilis,SKO,229,SKO 229,43,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1571,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus nobilis,Sclerocephalus,nobilis,SKO,27,SKO 27,69,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1572,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus nobilis,Sclerocephalus,nobilis,SKO,277,SKO 277,25,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1573,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus nobilis,Sclerocephalus,nobilis,SKO,444,SKO 444,50,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1574,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus nobilis,Sclerocephalus,nobilis,SKO,49,SKO 49,62,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1575,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus nobilis,Sclerocephalus,nobilis,SMNS,Gџ 1,SMNS GГј 1,22,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1576,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus nobilis,Sclerocephalus,nobilis,SMNS,Gџ 2,SMNS GГј 2,34,Cisuralian,Cisuralian,Schoch (2021b:table B1),Germany,
1577,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus sp.,Sclerocephalus,sp.,NHMS,WP 11619,NHMS WP 11619,120,Cisuralian,Cisuralian,Werneburg (2024:155),Germany,from Cabarz
1578,Temnospondyli,Rhachitomi,Stereospondylomorpha,,N/A,N/A,N/A,Sclerocephalidae,N/A,Sclerocephalidae,Sclerocephalus stambergi,Sclerocephalus,stambergi,MHK,81460/1 and -2,MHK 81460/1 and -2,50,Cisuralian,Cisuralian,Klembara & Steyer (2012:302),Czech Republic,part / counterpart
1579,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Sclerothoracidae,N/A,Sclerothoracidae,Sclerothorax hypselonotus,Sclerothorax,hypselonotus,HLD-V,607,HLD-V 607,170,Lower Triassic,Lower Triassic,Schoch & Moreno (2024:10),Germany,
1580,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Sclerothoracidae,N/A,Sclerothoracidae,Sclerothorax hypselonotus,Sclerothorax,hypselonotus,NMK-S,118,NMK-S 118,150,Lower Triassic,Lower Triassic,Schoch & Moreno (2024:14),Germany,"not a duplicate, two-individual specimen"
1581,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Sclerothoracidae,N/A,Sclerothoracidae,Sclerothorax hypselonotus,Sclerothorax,hypselonotus,NMK-S,118,NMK-S 118,180,Lower Triassic,Lower Triassic,Schoch & Moreno (2024:14),Germany,"not a duplicate, two-individual specimen"
1582,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Selenocarinae,Wetlugasauridae,Selenocara groenlandica,Selenocara,groenlandica,N/A,N/A,N/A,too incomplete,Lower Triassic,Lower Triassic,SГ¤ve-SГ¶derbergh (1935),Greenland,
1583,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Selenocarinae,Wetlugasauridae,Selenocara rossica,Selenocara,rossica,PIN,5496/6,PIN 5496/6,155,Lower Triassic,Lower Triassic,Novikov (2016:300),Russia,
1584,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Siderops kehli,Siderops,kehli,QM,F7882,QM F7882,489,Lower Jurassic,Lower Jurassic,Warren & Hutchinson (1983:6),Australia,
1585,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Sinobrachyops planticephalus,Sinobrachyops,planticephalus,ZDM,1,ZDM 1,not yet estimated,Middle Jurassic,Middle Jurassic,Dong (1985),China,
1586,Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Tupilakosauridae,N/A,Tupilakosauridae,Slaugenhopia texensis,Slaugenhopia,texensis,FMNH,UR 702,FMNH UR 702,not yet estimated,Cisuralian,Cisuralian,Milner & Sequeira (2004),USA,may be too incomplete to estimate
1587,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus amenasensis,Stanocephalosaurus,amenasensis,MNHN,ZAR3.00,MNHN ZAR 03,230,Middle Triassic,Middle Triassic,Dahoumane et al. (2016:921),Algeria,
1588,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus amenasensis,Stanocephalosaurus,amenasensis,MNHN,ZAR4.00,MNHN ZAR 04,265,Middle Triassic,Middle Triassic,Dahoumane et al. (2016:921),Algeria,
1589,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus birdi,Stanocephalosaurus,birdi,AMNH,FARB 3029,AMNH FARB 3029,325,Lower Triassic,Lower Triassic,Welles & Cosgriff (1965:table 1),USA,
1590,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus birdi,Stanocephalosaurus,birdi,UCMP,41391,UCMP 41391,350,Lower Triassic,Lower Triassic,Welles & Cosgriff (1965:table 1),USA,
1591,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus crookshanki,Stanocephalosaurus,crookshanki,ISI,A 55,ISI A 55,469,Middle Triassic,Middle Triassic,Mukherjee & Sengupta (1998:table 1),India,
1592,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus lapparenti,Stanocephalosaurus,lapparenti,MNHN,multiple specimens,multiple specimens,not yet estimated,Middle Triassic,Middle Triassic,Lehman (1971),Algeria,
1593,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus pronus,Stanocephalosaurus,pronus,CAMZM,?,CAMZM ?,530,Middle Triassic,Middle Triassic,Fortuny et al. (2012:supp. table 1),N/A,from Damiani (2001a:fig. 17)
1594,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Stanocephalosaurus rajareddyi,Stanocephalosaurus,rajareddyi,ISI,A 18,ISI A 18,480,Middle Triassic,Middle Triassic,Roychowdhury (1970:table 1),India,
1595,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Stegops newberryi,Stegops,newberryi,N/A,N/A,N/A,not yet estimated,Pennsylvanian,Pennsylvanian,Schoch & Milner (2014),USA,
1596,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Stenokranio boldi,Stenokranio,boldi,NHMM,PW 2019/5022,NHMM PW 2019/5022,270,Pennsylvanian,Cisuralian,Werneburg et al. (2024:1254),Germany,
1597,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Stenokranio boldi,Stenokranio,boldi,NHMM,PW 2019/5025,NHMM PW 2019/5025,247,Pennsylvanian,Cisuralian,Werneburg et al. (2024:1254),Germany,
1598,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Stenotosaurinae,Cyclotosauridae,Stenotosaurus semiclausus,Stenotosaurus,semiclausus,NHMUK,PV R.5276/5277,NHMUK PV R.5276/5277,280,Middle Triassic,Middle Triassic,Kamphausen (1989:36),Germany,two specimens part of same individual
1599,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Stoschiosaurus nielseni,Stoschiosaurus,nielseni,N/A,N/A,N/A,too incomplete,Lower Triassic,Lower Triassic,SГ¤ve-SГ¶derbergh (1935),Greenland,
1600,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Subcyclotosaurus brookvalensis,Subcyclotosaurus,brookvalensis,AM,F.47499,AM F.47499,132,Lower Triassic,Lower Triassic,Welles & Cosgriff (1965:table 1),Australia,"variably assigned to different genera, not always considered a valid taxon (e.g., Schoch & Milner, 2000)"
1601,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,N/A,N/A,Rhachitomi,Syndyodosuchus tetricus,Syndyodosuchus,tetricus,PIN,570/40,PIN 570/40,152,Lopingian,Lopingian,Gubin (1984:fig. 2); Werneburg & Steyer (2002:table 1),Russia,
1602,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,Syrtosuchinae,Benthosuchidae,Syrtosuchus morkovini,Syrtosuchus,morkovini,N/A,N/A,N/A,too incomplete,Lower Triassic,Lower Triassic,Novikov (2016),Russia,
1603,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,Syrtosuchinae,Benthosuchidae,Syrtosuchus samarensis,Syrtosuchus,samarensis,N/A,N/A,N/A,too incomplete,Lower Triassic,Lower Triassic,Novikov (2016),Russia,
1604,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,Syrtosuchinae,Benthosuchidae,Syrtosuchus spp.,Syrtosuchus,spp.,PIN,N/A,N/A,250,Lower Triassic,Lower Triassic,Novikov (2016:302),N/A,probably composite estimate from two known species
1605,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Tambachia trogallas,Tambachia,trogallas,MNG,7722,MNG 7722,65,Cisuralian,Cisuralian,Gee (2020b:table 1),Germany,
1606,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Tatrasuchinae,Cyclotosauridae,Tatrasuchus kulczyckii,Tatrasuchus,kulczyckii,MZ,VIII Va6,MZ VIII Va6,380,Middle Triassic,Middle Triassic,Maryanska & Shishkin (1996:56),Poland,
1607,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Tatrasuchinae,Capitosauroidea,Tatrasuchus wildi,Tatrasuchus,wildi,MHI,unspecified,MHI unspecified,250,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:19),Germany,
1608,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Tatrasuchinae,Capitosauroidea,Tatrasuchus wildi,Tatrasuchus,wildi,MHI,Ku 1993/1,MHI-Ku 1993/1,274,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:19),Germany,
1609,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Tatrasuchinae,Capitosauroidea,Tatrasuchus wildi,Tatrasuchus,wildi,MHI,Ku 1993/2,MHI-Ku 1993/2,165,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:19),Germany,
1610,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Tatrasuchinae,Capitosauroidea,Tatrasuchus wildi,Tatrasuchus,wildi,MHI,Ku 1993/6,MHI-Ku 1993/6,370,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:19),Germany,
1611,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Tatrasuchinae,Capitosauroidea,Tatrasuchus wildi,Tatrasuchus,wildi,SMNS,?,SMNS ?,400,Middle Triassic,Middle Triassic,Schoch (1997a:245),N/A,upper bound
1612,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Tatrasuchinae,Capitosauroidea,Tatrasuchus wildi,Tatrasuchus,wildi,SMNS,54670,SMNS 54670,270,Middle Triassic,Middle Triassic,Schoch (1997a:242); Schoch & Moreno (2024:19),Germany,Schoch originally listed the length as 28 cm
1613,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Tatrasuchinae,Capitosauroidea,Tatrasuchus wildi,Tatrasuchus,wildi,SMNS,91708,SMNS 91708,250,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:19),Germany,
1614,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Tatrasuchinae,Capitosauroidea,Tatrasuchus wildi,Tatrasuchus,wildi,SMNS,97107,SMNS 97107,248,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:19),Germany,
1615,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Tatrasuchinae,Capitosauroidea,Tatrasuchus wildi,Tatrasuchus,wildi,unspecified,unspecified,unspecified,230,Middle Triassic,Middle Triassic,Fortuny et al. (2012:supp. table 1),N/A,from Schoch & Milner (2000:fig. 104); meant to be Kupferzellia wildi?
1616,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius dolesensis,Tersomius,dolesensis,OMNH,3709,OMNH 3709,not yet estimated,Cisuralian,Cisuralian,Anderson & Bolt (2013),USA,
1617,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius mosesi,Tersomius,mosesi,FMNH,UR 1214,FMNH UR 1214,21,Cisuralian,Cisuralian,Bolt (1977b:table 1),USA,
1618,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius mosesi,Tersomius,mosesi,UCMP,203005,UCMP 203005,15,Cisuralian,Cisuralian,Daly (1994:table 4),USA,
1619,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,AMNH,FARB 4719,AMNH FARB 4719,31,Cisuralian,Cisuralian,Maddin et al. (2013:449),USA,
1620,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 1330,FMNH UR 1330,30,Cisuralian,Cisuralian,Bolt (1977b:table 1),USA,
1621,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 2273,FMNH UR 2273,14,Cisuralian,Cisuralian,Daly (1994:table 4),USA,
1622,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 2343,FMNH UR 2343,12,Cisuralian,Cisuralian,Daly (1994:table 4),USA,
1623,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 2346,FMNH UR 2346,12.5,Cisuralian,Cisuralian,Daly (1994:table 4),USA,
1624,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 2353,FMNH UR 2353,22,Cisuralian,Cisuralian,Daly (1994:table 4),USA,
1625,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 2356,FMNH UR 2356,14,Cisuralian,Cisuralian,Daly (1994:table 4),USA,
1626,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 2365,FMNH UR 2365,18,Cisuralian,Cisuralian,Bolt (1977b:table 1),USA,
1627,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 2366,FMNH UR 2366,14,Cisuralian,Cisuralian,Daly (1994:table 4),USA,
1628,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 2367,FMNH UR 2367,13.5,Cisuralian,Cisuralian,Daly (1994:table 4),USA,
1629,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 2371,FMNH UR 2371,13,Cisuralian,Cisuralian,Daly (1994:table 4),USA,
1630,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 2407,FMNH UR 2407,14,Cisuralian,Cisuralian,Bolt (1977b:table 1),USA,
1631,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 2409,FMNH UR 2409,21,Cisuralian,Cisuralian,Bolt (1977b:table 1),USA,
1632,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 2424,FMNH UR 2424,27,Cisuralian,Cisuralian,Bolt (1977b:table 1),USA,
1633,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 2425,FMNH UR 2425,25,Cisuralian,Cisuralian,Bolt (1977b:table 1),USA,
1634,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 2426,FMNH UR 2426,27,Cisuralian,Cisuralian,Bolt (1977b:table 1),USA,
1635,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,FMNH,UR 2427,FMNH UR 2427,30,Cisuralian,Cisuralian,Bolt (1977b:table 1),USA,
1636,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius texensis,Tersomius,texensis,MCZ,1912,MCZ 1912,50,Cisuralian,Cisuralian,Maddin et al. (2013:452),USA,
1637,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Lonchorhynchinae,Trematosauridae,Tertrema acuta,Tertrema,acuta,PMU,24148,PMU 24148,419,Lower Triassic,Lower Triassic,Slodownik et al. (2021:2),Norway,
1638,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Lonchorhynchinae,Trematosauridae,Tertrema acuta,Tertrema,acuta,PMU,24157,PMU 24157,388,Lower Triassic,Lower Triassic,Slodownik et al. (2021:2),Norway,
1639,Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Tupilakosauridae,N/A,Tupilakosauridae,Thabanchuia oomie,Thabanchuia,oomie,UCMP,42780,UCMP 42780,27,Lower Triassic,Lower Triassic,Warren (1998a:147),South Africa,
1640,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Thoosuchus abbasovi,Thoosuchus,abbasovi,PIN,4362/24,PIN 4362/24,140,Lower Triassic,Lower Triassic,Novikov (2021:434),Russia,
1641,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Thoosuchus tuberculatus,Thoosuchus,tuberculatus,PIN,4197/1,PIN 4197/1,90,Lower Triassic,Lower Triassic,Novikov (2021:432),Russia,
1642,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Thoosuchus yakovlevi,Thoosuchus,yakovlevi,PIN,3200/201,PIN 3200/201,38,Lower Triassic,Lower Triassic,Gubin et al. (2000:pl. 4),Russia,
1643,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Thoosuchus yakovlevi,Thoosuchus,yakovlevi,PIN,3200/441,PIN 3200/441,90,Lower Triassic,Lower Triassic,Gubin et al. (2000:pl. 4),Russia,
1644,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Thoosuchus yakovlevi,Thoosuchus,yakovlevi,PIN,3200/69,PIN 3200/69,89,Lower Triassic,Lower Triassic,Gubin et al. (2000:pl. 4),Russia,
1645,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Thoosuchus yakovlevi,Thoosuchus,yakovlevi,SMNS,81782,SMNS 81782,112,Lower Triassic,Lower Triassic,Fernandez-Coll et al. (2018:472),Russia,reported as Angusaurus cf. tsylmensis
1646,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,Thoosuchinae,Trematosauroidea,Thoosuchus yakovlevi,Thoosuchus,yakovlevi,unspecified,unspecified,unspecified,250,Lower Triassic,Lower Triassic,Novikov (2021:432),N/A,
1647,Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,N/A,N/A,Dvinosauroidea,Timonya anneae,Timonya,anneae,MAP,PV001,MAP PV001,not yet estimated,Cisuralian,Cisuralian,Cisneros et al. (2015); Marsicano et al. (2021),Brazil,
1648,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Tirraturhinus smisseni,Tirraturhinus,smisseni,N/A,N/A,N/A,too incomplete,Lower Triassic,Lower Triassic,Nield al. (2006),Australia,
