Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade4,Superfamily,Clade5,Family,Subfamily,LowestClade,Genus,Species,Taxon,Institution,Number,Specimen,Includes,Status,Geography,Assemblage.Zone,Group,Horizon,Formation,Epoch_lower,Epoch_upper,Site.name,Site.code,References,Notes
4330,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/77,PIN 4121/77,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4331,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/78,PIN 4121/78,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4332,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/79,PIN 4121/79,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4333,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/8,PIN 4121/8,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4334,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/80,PIN 4121/80,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4335,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/81,PIN 4121/81,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4336,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/82,PIN 4121/82,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4337,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/83,PIN 4121/83,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4338,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/84,PIN 4121/84,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4339,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/85,PIN 4121/85,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4340,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/86,PIN 4121/86,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4341,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/87,PIN 4121/87,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4342,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/88,PIN 4121/88,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4343,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/89,PIN 4121/89,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4344,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/9,PIN 4121/9,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4345,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/90,PIN 4121/90,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4346,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/91,PIN 4121/91,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4347,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/92,PIN 4121/92,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4348,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/93,PIN 4121/93,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4349,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/94,PIN 4121/94,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4350,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosuchinae,Plagiosauridae,Plagioscutum,caspiense,Plagioscutum caspiense,PIN,4121/95,PIN 4121/95,unspecified,referred,Kazakhstan,N/A,N/A,N/A,Inder Formation,Middle Triassic,Middle Triassic,near Lake Inder,,Schoch & Milner (2014),
4351,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paratosuchidae,N/A,Paratosuchidae,Poryolosuchus,longicornis,Poryolosuchus longicornis,PIN,4123/13,PIN 4123/13,partial skull,holotype,Russia,Wetlugasaurus Fauna?,N/A,Sludkian Horizon?,unspecified,Lower Triassic,Lower Triassic,Por-Yol,,Shishkin et al. (2023a),
4352,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,"""Mastodonsaurus""",torvus,"""Mastodonsaurus"" torvus",PIN,415/1,PIN 415/1,hemimandible,holotype,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,unspecified,Middle Triassic,Middle Triassic,Koltaevo III,,"Schoch & Milner (2000); Shishkin et al. (2023a, 2023b)","Schoch & Milner listed the holotype as PIN 415/1-4 specifically, but Damiani (2001a) and Shishkin et al. (2023) listed only 415/1 as the type"
4353,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,"""Mastodonsaurus""",torvus,"""Mastodonsaurus"" torvus",PIN,415/2,PIN 415/2,sphenethmoid,referred,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,Bukobay Formation,Middle Triassic,Middle Triassic,Koltaevo,,Damiani (2001a),
4354,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,"""Mastodonsaurus""",torvus,"""Mastodonsaurus"" torvus",PIN,415/3,PIN 415/3,partial clavicle,referred,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,Bukobay Formation,Middle Triassic,Middle Triassic,Koltaevo,,Damiani (2001a),
4355,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,"""Mastodonsaurus""",torvus,"""Mastodonsaurus"" torvus",PIN,415/4,PIN 415/4,neural arch,referred,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,Bukobay Formation,Middle Triassic,Middle Triassic,Koltaevo,,Damiani (2001a),
4356,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosterninae,Plagiosauridae,Plagiorophus,paraboliceps,Plagiorophus paraboliceps,PIN,415/5,PIN 415/5,quadratojugal,holotype,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,Bukobay Formation,Middle Triassic,Middle Triassic,Koltaevo I,,Schoch & Milner (2014); Shishkin et al. (2023b),
4357,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Bukobaja,enigmatica,Bukobaja enigmatica,PIN,4165/1,PIN 4165/1,"partial skull, mandible",holotype,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,unspecified,Lower Triassic,Lower Triassic,Bukobay I,,"Schoch & Milner (2000); Shishkin et al. (2023a, 2023b)",formerly SGU 104/245
4358,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,"""Mastodonsaurus""",torvus,"""Mastodonsaurus"" torvus",PIN,4165/2,PIN 4165/2,unspecified,referred,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,unspecified,Lower Triassic,Lower Triassic,Bukobay I,,Shishkin et al. (2023b),
4359,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,"""Mastodonsaurus""",torvus,"""Mastodonsaurus"" torvus",PIN,4165/3,PIN 4165/3,unspecified,referred,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,unspecified,Lower Triassic,Lower Triassic,Bukobay I,,Shishkin et al. (2023b),
4360,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Eryosuchidae,N/A,Eryosuchidae,Eryosuchus,tverdochlebovi,Eryosuchus tverdochlebovi,PIN,4166/89,PIN 4166/89,"skull, postcrania",holotype,Russia,Eryosuchus Fauna,N/A,Donguz Horizon,Donguz Formation,Middle Triassic,Middle Triassic,Donguz XII,,Schoch & Milner (2000); Shishkin et al. (2023a),formerly SGU 104/3090
4361,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,Benthosuchinae,Benthosuchidae,Benthosuchus,sushkini,Benthosuchus sushkini,PIN,4167/1,PIN 4167/1,unspecified,referred,Russia,Benthosuchus Fauna,N/A,Rybinskian Horizon,unspecified,Lower Triassic,Lower Triassic,Blyumental I,,Novikov (2012b); Shishkin et al. (2023b),holotype of 'Benthosuchus uralensis'
4363,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,Benthosuchinae,Benthosuchidae,Benthosuchus,sushkini,Benthosuchus sushkini,PIN,4167/2,PIN 4167/2,unspecified,referred,Russia,Benthosuchus Fauna,N/A,Rybinskian Horizon,unspecified,Lower Triassic,Lower Triassic,Blyumental I,,Novikov (2012b); Shishkin et al. (2023b),
4364,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,Benthosuchinae,Benthosuchidae,Benthosuchus,bashkiricus,Benthosuchus bashkiricus,PIN,4168/1,PIN 4168/1,cranial fragments,holotype,Russia,Wetlugasaurus Fauna,N/A,Sludkian Horizon,unspecified,Lower Triassic,Lower Triassic,Yakutovo,,Novikov (2012b); Shishkin et al. (2023b),note that Schoch & Milner (2000) list this as a referred specimen and the holotype as PIN (SGU) 104/3810. Previous authors also indicate a different fauna/horizon/localilty (Benthosuchus/Rybinskian/Muraptalovo 1) from Shishkin et al. (2023b)
4365,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,Benthosuchinae,Benthosuchidae,Benthosuchus,bashkiricus,Benthosuchus bashkiricus,PIN,4168/2,PIN 4168/2,right pterygoid,referred,Russia,Benthosuchus Fauna,N/A,Rybinskian Horizon,unspecified,Lower Triassic,Lower Triassic,Muraptalovo I,,Novikov (2012b),
4366,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,Benthosuchinae,Benthosuchidae,Benthosuchus,sp.,Benthosuchus sp.,PIN,4169/1,PIN 4169/1,unspecified,referred,Russia,Wetlugasaurus Fauna?,N/A,Sludkian Horizon?,unspecified,Lower Triassic,Lower Triassic,Belogory I,,Shishkin et al. (2023b),
4367,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Benthosuchidae,Benthosuchinae,Benthosuchidae,Benthosuchus,sp.,Benthosuchus sp.,PIN,4169/2,PIN 4169/2,unspecified,referred,Russia,Wetlugasaurus Fauna?,N/A,Sludkian Horizon?,unspecified,Lower Triassic,Lower Triassic,Belogory I,,Shishkin et al. (2023b),
4368,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Wetlugasaurinae,Wetlugasauridae,Wetlugasaurus,sp.,Wetlugasaurus sp.,PIN,4169/3,PIN 4169/3,unspecified,referred,Russia,Wetlugasaurus Fauna?,N/A,Sludkian Horizon?,unspecified,Lower Triassic,Lower Triassic,Belogory I,,Shishkin et al. (2023b),
4370,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Wetlugasaurinae,Wetlugasauridae,Wetlugasaurus,sp.,Wetlugasaurus sp.,PIN,4169/4,PIN 4169/4,unspecified,referred,Russia,Wetlugasaurus Fauna?,N/A,Sludkian Horizon?,unspecified,Lower Triassic,Lower Triassic,Belogory I,,Shishkin et al. (2023b),"Shishkin et al. listed PIN nos. 4169/3-5 as Wetlugasaurus sp. from Belogory I; that would appear to not be a hyphenated specimen number, so the duplication with the 4169/4 listed for Belogory II is unclear"
4371,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Wetlugasaurinae,Wetlugasauridae,Wetlugasaurus,sp.,Wetlugasaurus sp.,PIN,4169/5,PIN 4169/5,unspecified,referred,Russia,Wetlugasaurus Fauna?,N/A,Sludkian Horizon?,unspecified,Lower Triassic,Lower Triassic,Belogory I,,Shishkin et al. (2023b),
4372,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Wetlugasauridae,Wetlugasaurinae,Wetlugasauridae,Wetlugasaurus,sp.,Wetlugasaurus sp.,PIN,4170/1,PIN 4170/1,unspecified,referred,Russia,Wetlugasaurus Fauna,N/A,Sludkian Horizon,unspecified,Lower Triassic,Lower Triassic,Berezovyi Ovrag,,Shishkin et al. (2023b),
4373,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,orientalis,Parotosuchus orientalis,PIN,4172/1,PIN 4172/1,partial skull,holotype,Russia,Parotosuchus Fauna,N/A,Fedorovkian Horizon,unspecified,Lower Triassic,Lower Triassic,Kzyl-Sai III,,Schoch & Milner (2000); Shishkin et al. (2023a),previously SGU 104/222
4374,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,panteleevi,Parotosuchus panteleevi,PIN,4173/54,PIN 4173/54,tabular,holotype,Russia,Parotosuchus Fauna,N/A,Gamian Horizon,Lipovskaya Formation,Lower Triassic,Lower Triassic,Donskaya Luka,,Shishkin et al. (2023a),previously SGU 104/3518
4375,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Gobiops,desertus,Gobiops desertus,PIN,4174/101,PIN 4174/101,clavicle,referred,Mongolia,N/A,N/A,N/A,Ulan Malgait Formation,Upper Jurassic,Upper Jurassic,Shar Teg,,Shishkin (1991); Warren & Marsicano (2000),
4376,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Gobiops,desertus,Gobiops desertus,PIN,4174/102,PIN 4174/102,squamosal,holotype,Mongolia,N/A,N/A,N/A,Ulan Malgait Formation,Upper Jurassic,Upper Jurassic,Shar Teg,,Shishkin (1991); Warren & Marsicano (2000),
4377,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Gobiops,desertus,Gobiops desertus,PIN,4174/104,PIN 4174/104,mandible fragment(s),referred,Mongolia,N/A,N/A,N/A,Ulan Malgait Formation,Upper Jurassic,Upper Jurassic,Shar Teg,,Shishkin (1991); Warren & Marsicano (2000),
4378,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Gobiops,desertus,Gobiops desertus,PIN,4174/105,PIN 4174/105,mandible fragment(s),referred,Mongolia,N/A,N/A,N/A,Ulan Malgait Formation,Upper Jurassic,Upper Jurassic,Shar Teg,,Shishkin (1991); Warren & Marsicano (2000),
4379,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Gobiops,desertus,Gobiops desertus,PIN,4174/110,PIN 4174/110,clavicle,referred,Mongolia,N/A,N/A,N/A,Ulan Malgait Formation,Upper Jurassic,Upper Jurassic,Shar Teg,,Shishkin (1991); Warren & Marsicano (2000),
4380,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Gobiops,desertus,Gobiops desertus,PIN,4174/111,PIN 4174/111,clavicle,referred,Mongolia,N/A,N/A,N/A,Ulan Malgait Formation,Upper Jurassic,Upper Jurassic,Shar Teg,,Shishkin (1991); Warren & Marsicano (2000),
4381,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Gobiops,desertus,Gobiops desertus,PIN,4174/113,PIN 4174/113,humerus,referred,Mongolia,N/A,N/A,N/A,Ulan Malgait Formation,Upper Jurassic,Upper Jurassic,Shar Teg,,Shishkin (1991); Warren & Marsicano (2000),
4382,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Gobiops,desertus,Gobiops desertus,PIN,4174/114,PIN 4174/114,atlas,referred,Mongolia,N/A,N/A,N/A,Ulan Malgait Formation,Upper Jurassic,Upper Jurassic,Shar Teg,,Shishkin (1991); Warren & Marsicano (2000),
4383,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Gobiops,desertus,Gobiops desertus,PIN,4174/116,PIN 4174/116,intercentrum/intercentra,referred,Mongolia,N/A,N/A,N/A,Ulan Malgait Formation,Upper Jurassic,Upper Jurassic,Shar Teg,,Shishkin (1991); Warren & Marsicano (2000),
4384,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Gobiops,desertus,Gobiops desertus,PIN,4174/117,PIN 4174/117,intercentrum/intercentra,referred,Mongolia,N/A,N/A,N/A,Ulan Malgait Formation,Upper Jurassic,Upper Jurassic,Shar Teg,,Shishkin (1991); Warren & Marsicano (2000),
4385,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Gobiops,desertus,Gobiops desertus,PIN,4174/123,PIN 4174/123,intercentrum/intercentra,referred,Mongolia,N/A,N/A,N/A,Ulan Malgait Formation,Upper Jurassic,Upper Jurassic,Shar Teg,,Shishkin (1991); Warren & Marsicano (2000),
4386,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Gobiops,desertus,Gobiops desertus,PIN,4174/124,PIN 4174/124,intercentrum/intercentra,referred,Mongolia,N/A,N/A,N/A,Ulan Malgait Formation,Upper Jurassic,Upper Jurassic,Shar Teg,,Shishkin (1991); Warren & Marsicano (2000),
4387,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Cyclotosaurinae,Cyclotosauridae,Cyclotosaurus?,sp.,Cyclotosaurus? sp.,PIN,4188/1,PIN 4188/1,partial left tabular,referred,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,Bukobay Formation,Middle Triassic,Middle Triassic,Bukobay V,,MaryaЕ„ska & Shishkin (1996); Damiani (2001a); Shishkin et al. (2023b),referred to Cyclotosaurus sp. by Ochev (1972) but compared favorably to Tatrasuchus by MaryaЕ„ska & Shishkin
4388,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Bukobaja,sp.,Bukobaja sp.,PIN,4188/10,PIN 4188/10,unspecified,referred,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,unspecified,Lower Triassic,Lower Triassic,Bukobay V,,Shishkin et al. (2023b),
4389,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Bukobaja,sp.,Bukobaja sp.,PIN,4188/11,PIN 4188/11,unspecified,referred,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,unspecified,Lower Triassic,Lower Triassic,Bukobay V,,Shishkin et al. (2023b),
4390,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Bukobaja,sp.,Bukobaja sp.,PIN,4188/12,PIN 4188/12,unspecified,referred,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,unspecified,Lower Triassic,Lower Triassic,Bukobay V,,Shishkin et al. (2023b),
4391,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Bukobaja,sp.,Bukobaja sp.,PIN,4188/13,PIN 4188/13,unspecified,referred,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,unspecified,Lower Triassic,Lower Triassic,Bukobay V,,Shishkin et al. (2023b),
4392,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,"""Mastodonsaurus""",torvus,"""Mastodonsaurus"" torvus",PIN,4188/137,PIN 4188/137,intercentrum,referred,Russia,unspecified,N/A,unspecified,unspecified,unspecified,unspecified,Bukobay,,Damiani (2001a),"generically referred to Bukobay locality based on PIN 4188/1, /2"
4393,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Bukobaja,sp.,Bukobaja sp.,PIN,4188/14,PIN 4188/14,unspecified,referred,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,unspecified,Lower Triassic,Lower Triassic,Bukobay V,,Shishkin et al. (2023b),
4394,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Bukobaja,sp.,Bukobaja sp.,PIN,4188/15,PIN 4188/15,unspecified,referred,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,unspecified,Lower Triassic,Lower Triassic,Bukobay V,,Shishkin et al. (2023b),
4395,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Bukobaja,sp.,Bukobaja sp.,PIN,4188/16,PIN 4188/16,unspecified,referred,Russia,Mastodonsaurus Fauna,N/A,Bukobay Horizon,unspecified,Lower Triassic,Lower Triassic,Bukobay V,,Shishkin et al. (2023b),
