Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade4,Superfamily,Clade5,Family,Subfamily,LowestClade,Genus,Species,Taxon,Institution,Number,Specimen,Includes,Status,Geography,Assemblage.Zone,Group,Horizon,Formation,Epoch_lower,Epoch_upper,Site.name,Site.code,References,Notes
5649,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Apachesaurus,gregorii,Apachesaurus gregorii,TTU,P 9237,TTU P 9237,partial skull,referred,USA,N/A,Dockum Group,N/A,Tecovas Formation,Upper Triassic,Upper Triassic,Coller's Ranch,,Spielmann & Lucas (2012),
5650,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Buettnererpeton,bakeri,Buettnererpeton bakeri,TTU,P-10530,TTU P-10530,skull,referred,USA,N/A,Dockum Group,N/A,Cooper Canyon Formation,Upper Triassic,Upper Triassic,Boren Quarry,,Martz (2008),
5651,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Buettnererpeton,bakeri,Buettnererpeton bakeri,TTU,P-11046,TTU P-11046,skull,referred,USA,N/A,Dockum Group,N/A,Cooper Canyon Formation,Upper Triassic,Upper Triassic,Boren Quarry,,Martz (2008),
5652,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Lonchorhynchinae,Trematosauridae,Aphaneramma,gavialimimus,Aphaneramma gavialimimus,UA,Amb007,UA Amb007,nearly complete skull (internal mold),holotype,Madagascar,N/A,Sakamena Group,N/A,Sakamena Formation,Lower Triassic,Lower Triassic,Anaborano district,,Fortuny et al. (2017a),plastotype is MNHN-6703
5653,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,uam,mz/586,uam/mz/586,skull,referred,Poland,N/A,N/A,N/A,Grabowa Formation,Upper Triassic,Upper Triassic,KrasiejГіw,,Antczak & Bodzioch (2018),
5654,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Eryops,sp.,Eryops sp.,UCLA,VP 1621,UCLA VP 1621,unspecified,referred,USA,N/A,Cutler Group,N/A,Halgaito Formation,Cisuralian,Cisuralian,Platyhystrix pocket,,Sumida et al. (1999),
5655,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Eryops,sp.,Eryops sp.,UCLA,VP 1622,UCLA VP 1622,unspecified,referred,USA,N/A,Cutler Group,N/A,Halgaito Formation,Cisuralian,Cisuralian,Platyhystrix pocket,,Sumida et al. (1999),
5656,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Platyhystricinae,Dissorophidae,Platyhystrix,rugosa,Platyhystrix rugosa,UCLA,VP 1638,UCLA VP 1638,neural spine,referred,USA,N/A,Cutler Group,N/A,El Cobre Canyon Formation,Upper Pennsylvanian,Upper Pennsylvanian,El Cobre Canyon,,Vaughn (1963),
5657,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,Zatracheidae,N/A,Zatracheidae,N/A,N/A,Zatracheidae indet.,UCLA,VP 1644,UCLA VP 1644,cranial fragment,referred,USA,N/A,Cutler Group,N/A,Organ Rock Shale,Cisuralian,Cisuralian,SE of Train Rock,,Vaughn (1964),
5658,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Eryops,sp.,Eryops sp.,UCLA,VP 1668,UCLA VP 1668,unspecified,referred,USA,N/A,Cutler Group,N/A,Halgaito Formation,Cisuralian,Cisuralian,Lisbon Valley,,Sumida et al. (1999),
5659,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Platyhystricinae,Dissorophidae,Platyhystrix,cf. rugosa,Platyhystrix cf. rugosa,UCLA,VP 1677,UCLA VP 1677,unspecified,referred,USA,N/A,Cutler Group,N/A,Halgaito Formation,Cisuralian,Cisuralian,Lisbon Valley,,Sumida et al. (1999),
5660,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,mosesi,Tersomius mosesi,UCLA,VP 3000,UCLA VP 3000,femur,referred,USA,N/A,N/A,N/A,Hennessey Formation,Cisuralian,Cisuralian,Norman,,Daly (1994),
5661,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,mosesi,Tersomius mosesi,UCLA,VP 3001,UCLA VP 3001,partial femur,referred,USA,N/A,N/A,N/A,Hennessey Formation,Cisuralian,Cisuralian,Norman,,Daly (1994),possibly misidentified? UCMP 203001 is listed as Captorhinikos in the UCMP database
5662,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,mosesi,Tersomius mosesi,UCLA,VP 3014,UCLA VP 3014,mandible fragment(s),referred,USA,N/A,N/A,N/A,Hennessey Formation,Cisuralian,Cisuralian,Norman,,Daly (1994),possibly misidentified? UCMP 203001 is listed as Captorhinikos in the UCMP database
5663,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,insignis,Trimerorhachis insignis,UCMP,105146,UCMP 105146,"cranial material (unspecified, includes part of hyobranchial apparatus)",referred,unspecified,unspecified,unspecified,unspecified,unspecified,Cisuralian,Cisuralian,unspecified,,Witzmann (2013),
5664,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,insignis,Trimerorhachis insignis,UCMP,105157,UCMP 105157,"neural spine(s), intercentrum/a",referred,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,,Carter et al. (2021),
5665,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,insignis,Trimerorhachis insignis,UCMP,105163,UCMP 105163,"cranial material (unspecified, includes part of hyobranchial apparatus)",referred,unspecified,unspecified,unspecified,unspecified,unspecified,Cisuralian,Cisuralian,unspecified,,Witzmann (2013),
5666,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,insignis,Trimerorhachis insignis,UCMP,105175,UCMP 105175,"cranial material (unspecified, includes part of hyobranchial apparatus)",referred,unspecified,unspecified,unspecified,unspecified,unspecified,Cisuralian,Cisuralian,unspecified,,Witzmann (2013),
5667,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,insignis,Trimerorhachis insignis,UCMP,105221,UCMP 105221,"cranial material (unspecified, includes part of hyobranchial apparatus)",referred,unspecified,unspecified,unspecified,unspecified,unspecified,Cisuralian,Cisuralian,unspecified,,Witzmann (2013),
5668,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Lonchorhynchinae,Trematosauridae,Cosgriffius,campi,Cosgriffius campi,UCMP,112135,UCMP 112135,partial skull,holotype,USA,N/A,N/A,N/A,Moenkopi Formation,Lower Triassic,Lower Triassic,Meteor Crater Quarry,UCMP V 3835,"Welles (1967, 1993)",
5669,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,wellesi,Eocyclotosaurus wellesi,UCMP,123590,UCMP 123590,nearly complete skull,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Jennings quarry,UCMP V 4927,Schoch (2000),
5670,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,wellesi,Eocyclotosaurus wellesi,UCMP,123595,UCMP 123595,nearly complete skull,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Jennings quarry,UCMP V 4927,Schoch (2000),
5671,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,,,Capitosauroidea,Wellesaurus,peabodyi,Wellesaurus peabodyi,UCMP,123597,UCMP 123597,partial/complete skull (unspecified),referred,USA,N/A,N/A,N/A,Moenkopi Formation,Lower Triassic,Lower Triassic,Meteor Crater Quarry,UCMP V 3835,Rinehart et al. (2023),
5672,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,wellesi,Eocyclotosaurus wellesi,UCMP,125365,UCMP 125365,partial skull,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Jennings quarry,UCMP V 4927,Schoch (2000),
5673,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Cyclotosauridae,Heylerosaurinae,Cyclotosauridae,Eocyclotosaurus,wellesi,Eocyclotosaurus wellesi,UCMP,125366,UCMP 125366,partial skull,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Jennings quarry,UCMP V 4927,Schoch (2000),
5674,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140568,UCMP 140568,cranial fragment(s),referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5675,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140569,UCMP 140569,cranial fragment(s),referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5676,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140570,UCMP 140570,partial clavicle,referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5677,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140571,UCMP 140571,cranial fragment(s),referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5678,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140572,UCMP 140572,cranial fragment(s),referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5679,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140573,UCMP 140573,partial clavicle,referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5680,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140574,UCMP 140574,partial clavicle,referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5681,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140575,UCMP 140575,cranial fragment(s),referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5682,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140576,UCMP 140576,cranial fragment(s),referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5683,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140577,UCMP 140577,cranial fragment(s),referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5684,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140578,UCMP 140578,cranial fragment(s),referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5685,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140580,UCMP 140580,"neural arch, intercentrum, rib?, partial scapulocoracoid",referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5686,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140583,UCMP 140583,partial clavicle,referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5687,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140584,UCMP 140584,partial interclavicle,referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5688,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140585,UCMP 140585,partial clavicle,referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5689,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140586,UCMP 140586,cranial fragment(s),referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5690,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140587,UCMP 140587,mandible fragment(s),referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5691,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140588,UCMP 140588,mandible fragment(s),referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5692,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140589,UCMP 140589,mandible fragment(s),referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5693,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140590,UCMP 140590,mandible fragment(s),referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5694,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140591,UCMP 140591,mandible fragment(s),referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5695,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Batrachosuchus,sp.,Batrachosuchus sp.,UCMP,140592,UCMP 140592,mandible fragment(s),referred,South Africa,Cynognathus Assemblage Zone,Beaufort Group,N/A,Burgersdorp Formation,Lower Triassic,Middle Triassic,Farm Bethel,UCMP V 4747,Welles & Estes (1969); Colbert & Cosgriff (1974); Warren & Marsicano (2000),originally included in UCMP 42856
5696,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,insignis,Trimerorhachis insignis,UCMP,142027,UCMP 142027,"cranial material (unspecified, includes part of hyobranchial apparatus)",referred,unspecified,unspecified,unspecified,unspecified,unspecified,Cisuralian,Cisuralian,unspecified,,Witzmann (2013),
5697,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,N/A,N/A,Brachyopoidea,N/A,N/A,Brachyopoidea indet.,UCMP,152390,UCMP 152390,partial right mandible,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Holbrook Quarry,UCMP V 3922,Welles & Estes (1969); Ruta & Bolt (2008); So & Mann (2024),
5698,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Hadrokkosaurus,bradyi,Hadrokkosaurus bradyi,UCMP,152391,UCMP 152391,partial left mandible,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Holbrook Quarry,UCMP V 3922,Ruta & Bolt (2008),may not be Hadrokkosaurus
5699,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Trimerorhachis,insignis,Trimerorhachis insignis,UCMP,154434,UCMP 154434,"cranial material (unspecified, includes part of hyobranchial apparatus)",referred,unspecified,unspecified,unspecified,unspecified,unspecified,Cisuralian,Cisuralian,unspecified,,Schoch & Witzmann (2011); Witzmann (2013),
5700,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Abiadisaurus,witteni,Abiadisaurus witteni,UCMP,154459,UCMP 154459,partial right hemimandible (cast),holotype,Ethiopia,N/A,N/A,N/A,Adigrat Sandstone,Upper Triassic,Middle Jurassic,15 km NW of Abi Adi,,Warren et al. (1998),"the specimen number given is a cast of the real specimen which is reposited in the National Museum in Addis Adaba, Ethiopia, but without any number given"
5701,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Apachesaurus,gregorii,Apachesaurus gregorii,UCMP,171591,UCMP 171591,partial skull,referred,USA,N/A,Dockum Group,N/A,Redonda Formation,Upper Triassic,Upper Triassic,Inadvertent Hills,UCMP V 82250,Spielmann & Lucas (2012),
5702,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Micropholis,stowi,Micropholis stowi,UCMP,173220,UCMP 173220,partial skull,referred,South Africa,Lystrosaurus declivis Assemblage Zone,Beaufort Group,N/A,unspecified,Lower Triassic,Lower Triassic,Wonderkrantz,,Schoch & Rubidge (2005),
5703,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,N/A,N/A,Capitosauroidea indet.,UCMP,186593,UCMP 186593,two fused intercentra,referred,USA,N/A,N/A,N/A,Moenkopi Formation,Middle Triassic,Middle Triassic,Holbrook Quary,UCMP V 3922,Witzmann (2007),
5704,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Eryops,sp.,Eryops sp.,UCMP,201751,UCMP 201751,cranial fragment,referred,USA,N/A,N/A,N/A,N/A,Cisuralian,Cisuralian,Richards Spur,,Olson (1991),note that this specimen is not considered to belong to an eryopoid by any recent workers of this locality; formerly UCLA VP 1751
5705,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,mosesi,Tersomius mosesi,UCMP,202899,UCMP 202899,partial skull,referred,USA,N/A,N/A,N/A,Hennessey Formation,Cisuralian,Cisuralian,Norman,,Daly (1994),formerly UCLA VP 2899
5706,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,mosesi,Tersomius mosesi,UCMP,202925,UCMP 202925,"various cranial, postcranial fragments",referred,USA,N/A,N/A,N/A,Hennessey Formation,Cisuralian,Cisuralian,Norman,,Daly (1994),formerly UCLA VP 2925
5707,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,mosesi,Tersomius mosesi,UCMP,202928,UCMP 202928,"vertebrae, ribs, partial humerus, partial scapulocoracoid",referred,USA,N/A,N/A,N/A,Hennessey Formation,Cisuralian,Cisuralian,Norman,,Daly (1994),formerly UCLA VP 2928
5708,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,mosesi,Tersomius mosesi,UCMP,202930,UCMP 202930,partial humerus,referred,USA,N/A,N/A,N/A,Hennessey Formation,Cisuralian,Cisuralian,Norman,,Daly (1994),formerly UCLA VP 2930
5709,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,mosesi,Tersomius mosesi,UCMP,202933,UCMP 202933,cranial fragments,referred,USA,N/A,N/A,N/A,Hennessey Formation,Cisuralian,Cisuralian,Norman,,Daly (1994),formerly UCLA VP 2933
5710,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,mosesi,Tersomius mosesi,UCMP,202934,UCMP 202934,"skull, mandible, limb bones",referred,USA,N/A,N/A,N/A,Hennessey Formation,Cisuralian,Cisuralian,Norman,,Daly (1994),formerly UCLA VP 2934
5711,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,mosesi,Tersomius mosesi,UCMP,202995,UCMP 202995,cranial fragment,referred,USA,N/A,N/A,N/A,Hennessey Formation,Cisuralian,Cisuralian,Norman,,Daly (1994),formerly UCLA VP 2995
5712,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,mosesi,Tersomius mosesi,UCMP,202996,UCMP 202996,mandible fragment,referred,USA,N/A,N/A,N/A,Hennessey Formation,Cisuralian,Cisuralian,Norman,,Daly (1994),formerly UCLA VP 2996
